function,n,W,n_items,n_judges,ci_lo,ci_hi,method,B
Styblinski,2,0.6004464285714286,7,4,0.036830357142857144,0.8515625,bootstrap,2000
Styblinski,5,0.6272321428571429,7,4,0.13392857142857142,0.8582589285714286,bootstrap,2000
Styblinski,10,0.5915178571428571,7,4,0.04017857142857143,0.8392857142857143,bootstrap,2000
Styblinski,25,0.5145089285714286,7,4,0.07366071428571429,0.7901785714285714,bootstrap,2000
Styblinski,50,0.5145089285714286,7,4,0.07366071428571429,0.7924107142857143,bootstrap,2000
